,fname,pix_class
11230,image3226,11
11231,image23599,12
11232,image19737,7
11233,image10811,16
11234,image36827,13
11235,image47437,1
11236,image55056,0
11237,image76646,7
11238,image59956,1
11239,image28546,17
11240,image50670,1
11241,image32292,16
11242,image52010,14
11243,image7893,17
11244,image66447,0
11245,image17857,11
11246,image45257,13
11247,image57636,2
11248,image60892,11
11249,image71600,11
11250,image63261,3
11251,image1446,4
11252,image78926,17
11253,image11482,5
11254,image7072,11
11255,image61579,0
11256,image31080,16
11257,image10969,16
11258,image51202,1
11259,image60073,2
11260,image2654,16
11261,image12690,12
11262,image50708,1
11263,image6578,1
11264,image25834,3
11265,image46045,15
11266,image54424,16
11267,image4318,2
11268,image56244,4
11269,image31919,5
11270,image73881,8
11271,image70272,16
11272,image62613,11
11273,image40509,8
11274,image22872,16
11275,image63319,5
11276,image41003,12
11277,image5612,12
11278,image75454,2
11279,image7883,4
11280,image74036,16
11281,image66457,0
11282,image4270,4
11283,image17847,16
11284,image31871,0
11285,image38757,5
11286,image10198,8
11287,image60882,1
11288,image63271,3
11289,image71610,17
11290,image33788,11
11291,image78936,16
11292,image57626,17
11293,image45247,17
11294,image36837,5
11295,image55046,4
11296,image80912,1
11297,image19727,11
11298,image3236,3
11299,image73070,9
11300,image10801,4
11301,image22083,13
11302,image59946,11
11303,image64237,9
11304,image70262,11
11305,image31909,0
11306,image56254,8
11307,image44635,1
11308,image5602,0
11309,image63309,1
11310,image39325,0
11311,image41013,8
11312,image31090,15
11313,image43673,13
11314,image51212,2
11315,image10979,4
11316,image29124,0
11317,image77224,13
11318,image65645,7
11319,image7062,3
11320,image25824,8
11321,image6568,13
11322,image60063,1
11323,image8391,17
11324,image12680,17
11325,image45131,3
11326,image57550,15
11327,image26940,17
11328,image71566,1
11329,image63107,0
11330,image1720,2
11331,image51985,1
11332,image40717,0
11333,image20595,4
11334,image49831,5
11335,image74340,17
11336,image64141,2
11337,image6766,9
11338,image76520,13
11339,image594,8
11340,image28620,12
11341,image50516,4
11342,image42177,3
11343,image30794,16
11344,image13184,13
11345,image9495,1
11346,image61767,2
11347,image3140,16
11348,image53704,8
11349,image39053,4
11350,image33586,12
11351,image1658,4
11352,image45049,17
11353,image67353,1
11354,image5574,13
11355,image75732,11
11356,image44543,16
11357,image56122,15
11358,image80285,14
11359,image38559,11
11360,image62575,1
11361,image72774,0
11362,image2532,0
11363,image18023,5
11364,image54742,4
11365,image64039,10
11366,image55248,13
11367,image65533,11
11368,image77152,4
11369,image29252,17
11370,image68939,17
11371,image43505,13
11372,image23787,14
11373,image19529,17
11374,image32915,12
11375,image30784,5
11376,image584,13
11377,image76530,11
11378,image64151,10
11379,image6776,11
11380,image55320,0
11381,image68851,0
11382,image19441,17
11383,image61777,11
11384,image8816,16
11385,image71576,13
11386,image57540,16
11387,image45121,17
11388,image66731,1
11389,image4116,0
11390,image38431,1
11391,image40707,16
11392,image49821,3
11393,image54752,1
11394,image64029,7
11395,image28748,11
11396,image18033,1
11397,image60305,1
11398,image72764,1
11399,image43515,12
11400,image51174,0
11401,image23797,12
11402,image3028,11
11403,image47639,17
11404,image55258,12
11405,image77142,2
11406,image7304,11
11407,image57438,7
11408,image26828,9
11409,image42986,11
11410,image53714,0
11411,image33596,17
11412,image13975,9
11413,image49959,11
11414,image62565,17
11415,image80295,16
11416,image66649,16
11417,image35943,2
11418,image1175,10
11419,image71333,1
11420,image30858,13
11421,image53029,3
11422,image41448,13
11423,image37187,0
11424,image57305,9
11425,image45764,16
11426,image74515,16
11427,image14797,11
11428,image70639,11
11429,image62258,12
11430,image52523,0
11431,image72059,17
11432,image50343,1
11433,image11828,2
11434,image28075,2
11435,image75986,3
11436,image27386,0
11437,image24975,9
11438,image7439,2
11439,image47104,12
11440,image19204,4
11441,image3715,1
11442,image73553,4
11443,image51649,16
11444,image79086,16
11445,image75167,11
11446,image67506,17
11447,image5321,3
11448,image59484,16
11449,image30920,15
11450,image28894,2
11451,image53151,11
11452,image70741,11
11453,image24194,4
11454,image44316,4
11455,image34395,1
11456,image37966,1
11457,image60540,8
11458,image2367,7
11459,image72121,0
11460,image1994,9
11461,image49685,11
11462,image43350,13
11463,image51731,3
11464,image29407,8
11465,image65366,13
11466,image75996,15
11467,image28065,9
11468,image11838,16
11469,image50353,16
11470,image42732,13
11471,image73543,17
11472,image61122,2
11473,image10,3
11474,image3705,15
11475,image51659,7
11476,image27396,15
11477,image47114,4
11478,image55575,4
11479,image37197,16
11480,image45774,3
11481,image57315,4
11482,image30848,3
11483,image71323,16
11484,image63742,2
11485,image1165,8
11486,image53039,11
11487,image69297,1
11488,image23923,12
11489,image70629,7
11490,image52533,1
11491,image38264,17
11492,image66164,1
11493,image4743,0
11494,image74505,15
11495,image60550,2
11496,image2377,0
11497,image1984,0
11498,image34385,16
11499,image37976,11
11500,image46566,9
11501,image54107,9
11502,image65376,1
11503,image77717,17
11504,image17595,2
11505,image49695,4
11506,image53141,1
11507,image28884,2
11508,image39616,12
11509,image67516,2
11510,image5331,17
11511,image24184,6
11512,image56767,4
11513,image42740,8
11514,image76317,0
11515,image64776,12
11516,image35785,15
11517,image3777,2
11518,image1117,12
11519,image71351,11
11520,image57367,11
11521,image23951,4
11522,image40120,5
11523,image52541,15
11524,image26796,16
11525,image54175,9
11526,image50259,11
11527,image42638,1
11528,image78496,1
11529,image73449,1
11530,image58875,8
11531,image51753,5
11532,image77765,4
11533,image7523,8
11534,image16974,1
11535,image15387,12
11536,image63648,0
11537,image41552,4
11538,image53133,5
11539,image23829,15
11540,image70723,3
11541,image79805,13
11542,image52439,1
11543,image40058,15
11544,image68697,5
11545,image36597,5
11546,image56715,4
11547,image44374,1
11548,image71341,13
11549,image58084,14
11550,image38206,0
11551,image52551,0
11552,image40130,17
11553,image66106,1
11554,image74567,1
11555,image6141,0
11556,image16185,11
11557,image50331,16
11558,image42750,7
11559,image61140,15
11560,image35795,11
11561,image71239,13
11562,image39674,16
11563,image41542,2
11564,image5353,1
11565,image75115,3
11566,image36587,8
11567,image52429,1
11568,image79815,3
11569,image68687,13
11570,image60532,15
11571,image2315,8
11572,image42628,17
11573,image11922,11
11574,image54165,11
11575,image65314,13
11576,image7533,11
11577,image77775,9
11578,image61038,5
11579,image58865,0
11580,image73459,0
11581,image51743,7
11582,image43322,17
11583,image46239,0
11584,image64123,11
11585,image76542,12
11586,image42115,11
11587,image28642,3
11588,image22397,13
11589,image18139,17
11590,image21964,2
11591,image68823,8
11592,image19433,1
11593,image73364,8
11594,image47733,13
11595,image55352,4
11596,image77048,3
11597,image65429,0
11598,image45153,4
11599,image57532,8
11600,image67249,11
11601,image26922,2
11602,image11786,0
11603,image71504,5
11604,image38443,0
11605,image52314,0
11606,image40775,16
11607,image32196,17
11608,image56038,6
11609,image4164,1
11610,image18041,11
11611,image2550,8
11612,image63984,1
11613,image54720,3
11614,image14941,13
11615,image65551,17
11616,image77130,1
11617,image51106,8
11618,image29230,2
11619,image31384,12
11620,image39031,4
11621,image53766,13
11622,image21185,0
11623,image67331,11
11624,image75750,5
11625,image56140,15
11626,image35931,17
11627,image70176,16
11628,image62517,5
11629,image8874,3
11630,image1752,4
11631,image71514,8
11632,image75638,4
11633,image44449,9
11634,image66753,8
11635,image52304,4
11636,image38453,12
11637,image32186,15
11638,image28652,17
11639,image42105,13
11640,image18129,7
11641,image46229,4
11642,image54648,4
11643,image64133,2
11644,image6714,16
11645,image14829,17
11646,image55342,4
11647,image77058,8
11648,image29358,11
11649,image68833,0
11650,image3132,12
11651,image19423,13
11652,image67321,5
11653,image5506,16
11654,image41317,11
11655,image53776,12
11656,image13917,8
11657,image70166,8
11658,image35921,16
11659,image46351,4
11660,image12584,8
11661,image8095,1
11662,image60367,3
11663,image2540,13
11664,image18051,5
11665,image29220,3
11666,image31394,0
11667,image32967,8
11668,image14951,4
11669,image77120,5
11670,image65541,5
11671,image62709,0
11672,image70368,16
11673,image31803,1
11674,image4202,2
11675,image74044,16
11676,image17835,2
11677,image5708,7
11678,image45235,9
11679,image57654,1
11680,image71662,16
11681,image41119,12
11682,image78944,4
11683,image19755,4
11684,image73002,15
11685,image61463,11
11686,image3244,5
11687,image43779,1
11688,image51318,12
11689,image10873,11
11690,image36845,0
11691,image7168,5
11692,image80960,16
11693,image30490,1
11694,image72508,17
11695,image59934,16
11696,image42273,5
11697,image41880,8
11698,image28524,16
11699,image80181,4
11700,image44647,2
11701,image32388,15
11702,image60988,2
11703,image33682,2
11704,image39357,11
11705,image41061,1
11706,image75436,4
11707,image65637,16
11708,image7010,17
11709,image80818,5
11710,image23483,1
11711,image29156,9
11712,image22189,16
11713,image72470,16
11714,image2636,7
11715,image46027,4
11716,image54446,1
11717,image7178,11
11718,image55024,2
11719,image47445,15
11720,image19745,5
11721,image13290,8
11722,image9781,11
11723,image51308,17
11724,image59924,4
11725,image72518,13
11726,image30480,1
11727,image28534,2
11728,image42263,12
11729,image50602,3
11730,image680,2
11731,image74054,7
11732,image66435,4
11733,image31813,13
11734,image40403,5
11735,image52062,15
11736,image1434,12
11737,image71672,16
11738,image53568,12
11739,image78954,7
11740,image45225,16
11741,image23493,9
11742,image29146,13
11743,image52883,13
11744,image65627,16
11745,image80808,16
11746,image25846,2
11747,image46037,17
11748,image60001,11
11749,image22199,7
11750,image62661,8
11751,image70200,6
11752,image7999,5
11753,image56236,8
11754,image44657,17
11755,image75426,0
11756,image67047,5
11757,image53410,3
11758,image11588,13
11759,image14493,2
11760,image65883,15
11761,image66270,4
11762,image4457,0
11763,image40246,12
11764,image68489,15
11765,image38170,0
11766,image19899,5
11767,image57001,12
11768,image45460,10
11769,image34870,16
11770,image37283,8
11771,image47200,1
11772,image27082,8
11773,image61236,13
11774,image3411,16
11775,image73657,1
11776,image50047,11
11777,image15800,13
11778,image76071,1
11779,image6237,8
11780,image26588,8
11781,image9925,0
11782,image38008,19
11783,image62024,7
11784,image70445,2
11785,image44012,8
11786,image27863,0
11787,image24290,17
11788,image66308,11
11789,image74769,17
11790,image45518,17
11791,image57179,3
11792,image34908,12
11793,image76890,0
11794,image75263,11
11795,image5025,9
11796,image39502,17
11797,image59780,3
11798,image29703,6
11799,image43054,11
11800,image51435,13
11801,image49581,13
11802,image19078,5
11803,image55719,12
11804,image77403,17
11805,image7645,0
11806,image54213,16
11807,image76109,1
11808,image34091,2
11809,image28209,2
11810,image69962,0
11811,image60644,0
11812,image2063,15
11813,image18572,15
11814,image73647,16
11815,image61226,15
11816,image3401,3
11817,image47210,0
11818,image55671,4
11819,image57988,2
11820,image26598,15
11821,image6227,1
11822,image50057,12
11823,image78698,15
11824,image33826,2
11825,image14483,5
11826,image65893,16
11827,image66260,16
11828,image4447,8
11829,image15189,11
11830,image34860,2
11831,image37293,8
11832,image12856,5
11833,image69193,7
11834,image71027,4
11835,image63446,16
11836,image55709,8
11837,image47368,17
11838,image17691,9
11839,image77413,2
11840,image51425,17
11841,image43044,12
11842,image3579,4
11843,image49591,2
11844,image69972,17
11845,image18562,4
11846,image72235,0
11847,image46662,12
11848,image76119,1
11849,image64578,13
11850,image44002,8
11851,image66318,2
11852,image38018,11
11853,image9935,13
11854,image53245,0
11855,image41624,17
11856,image48902,13
11857,image59790,1
11858,image45508,17
11859,image76880,13
11860,image67612,13
11861,image75273,2
11862,image54587,0
11863,image22048,11
11864,image30429,13
11865,image41839,16
11866,image78064,3
11867,image12733,0
11868,image52952,1
11869,image9728,1
11870,image29097,17
11871,image59014,13
11872,image21322,5
11873,image11459,11
11874,image10153,8
11875,image68265,0
11876,image36165,13
11877,image80040,11
11878,image44786,13
11879,image30551,4
11880,image751,16
11881,image16567,1
11882,image27716,11
11883,image35377,8
11884,image47594,5
11885,image3385,11
11886,image9650,14
11887,image60931,11
11888,image11521,17
11889,image69617,12
11890,image78885,5
11891,image57795,0
11892,image7930,1
11893,image74185,1
11894,image80138,11
11895,image14307,0
11896,image20750,12
11897,image21332,14
11898,image33753,17
11899,image59004,1
11900,image39286,11
11901,image11449,2
11902,image67186,16
11903,image24514,5
11904,image44796,8
11905,image55904,0
11906,image10143,1
11907,image30439,13
11908,image639,1
11909,image34715,3
11910,image26374,8
11911,image54597,17
11912,image49205,2
11913,image23552,2
11914,image31133,12
11915,image13229,0
11916,image9738,11
11917,image52942,12
11918,image37507,2
11919,image25166,8
11920,image60921,16
11921,image69607,2
11922,image20740,4
11923,image58476,16
11924,image29866,13
11925,image16577,16
11926,image30541,16
11927,image41951,3
11928,image13351,9
11929,image79406,1
11930,image36994,2
11931,image35367,11
11932,image12166,0
11933,image78631,5
11934,image8477,16
11935,image71917,15
11936,image60785,16
11937,image57921,5
11938,image34150,11
11939,image7784,16
11940,image38850,3
11941,image43195,4
11942,image49440,16
11943,image23317,2
11944,image53394,8
11945,image21577,12
11946,image59641,17
11947,image15120,12
11948,image80615,16
11949,image36730,1
11950,image68430,8
11951,image70584,0
11952,image5905,4
11953,image26449,1
11954,image34028,15
11955,image30304,1
11956,image38928,1
11957,image9005,16
11958,image62904,9
11959,image81267,9
11960,image15058,12
11961,image37342,0
11962,image25723,4
11963,image76829,5
11964,image69042,11
11965,image11374,5
11966,image12987,0
11967,image40387,13
11968,image19958,4
11969,image14552,11
11970,image24229,15
11971,image15130,11
11972,image53384,1
11973,image50977,15
11974,image59651,2
11975,image33106,4
11976,image70594,17
11977,image80605,12
11978,image24341,13
11979,image36720,12
11980,image57931,2
11981,image26521,17
11982,image34140,6
11983,image12176,12
11984,image60795,17
11985,image38840,5
11986,image49450,11
11987,image17750,1
11988,image11364,4
11989,image12997,12
11990,image2953,12
11991,image63587,9
11992,image81277,13
11993,image76839,9
11994,image25733,9
11995,image37352,11
11996,image14542,2
11997,image65952,0
11998,image4586,1
11999,image24239,12
12000,image40397,8
12001,image43964,14
12002,image68558,8
12003,image19948,15
12004,image20115,6
12005,image30314,12
12006,image22775,3
12007,image48022,17
12008,image57849,11
12009,image34038,3
12010,image5915,0
12011,image17628,12
12012,image27153,3
12013,image38938,12
12014,image13504,0
12015,image49528,0
12016,image62914,4
12017,image73786,1
12018,image36456,1
12019,image4788,8
12020,image62283,4
12021,image61870,1
12022,image40199,17
